Song,Emotion,Valence,Arousal
what you want,pensive,5.78970098045302,3.8555737704918034
cruisin,hopeful,6.86484724826141,4.279754098360655
your love keeps lifting me higher and higher,hopeful,6.86484724826141,4.279754098360655
so anxious,worried,5.60433093427916,4.251475409836066
liar,worried,5.60433093427916,4.251475409836066
dedicated to the one i love,impressed,6.457033146678917,4.619098360655737
walk away,pensive,5.78970098045302,3.8555737704918034
shake shake shake shake your booty,frustrated,4.6218696895577,5.269508196721311
this aint a love song,apathetic,5.363349874253141,4.534262295081967
nikita,sleepy,5.752626971218248,3.29
funkytown,worried,5.60433093427916,4.251475409836066
last friday night tgif,pensive,5.78970098045302,3.8555737704918034
black is black,melancholy,5.6414049435139315,3.7848770491803276
sexy love,impressed,6.457033146678917,4.619098360655737
white horse,worried,5.60433093427916,4.251475409836066
tonight tonight tonight,pensive,5.78970098045302,3.8555737704918034
come with me now,worried,5.60433093427916,4.251475409836066
take it easy on me,pensive,5.78970098045302,3.8555737704918034
nobody told me,pensive,5.78970098045302,3.8555737704918034
a lesson in leavin,pensive,5.78970098045302,3.8555737704918034
you make my dreams,pensive,5.78970098045302,3.8555737704918034
how you gonna act like that,worried,5.60433093427916,4.251475409836066
i was made for lovin you,pensive,5.78970098045302,3.8555737704918034
the one i gave my heart to,pensive,5.78970098045302,3.8555737704918034
this girl is a woman now,hopeful,6.86484724826141,4.279754098360655
holding back the years,pensive,5.78970098045302,3.8555737704918034
milkshake,pensive,5.78970098045302,3.8555737704918034
young hearts run free,worried,5.60433093427916,4.251475409836066
im doin fine now,impressed,6.457033146678917,4.619098360655737
white room,melancholy,5.6414049435139315,3.7848770491803276
laugh at me,pensive,5.78970098045302,3.8555737704918034
im sprung,pensive,5.78970098045302,3.8555737704918034
armageddon it,worried,5.60433093427916,4.251475409836066
dear future husband,impressed,6.457033146678917,4.619098360655737
red roses for a blue lady,worried,5.60433093427916,4.251475409836066
homeward bound,pensive,5.78970098045302,3.8555737704918034
miss independent,worried,5.60433093427916,4.251475409836066
the time dirty bit,worried,5.60433093427916,4.251475409836066
you and i,hopeful,6.86484724826141,4.279754098360655
smile,impressed,6.457033146678917,4.619098360655737
shake it,apathetic,5.363349874253141,4.534262295081967
ive got love on my mind,determined,7.0872913036700425,5.07155737704918
woman,pensive,5.78970098045302,3.8555737704918034
the girl is mine,impressed,6.457033146678917,4.619098360655737
just dont want to be lonely,pensive,5.78970098045302,3.8555737704918034
just another dream,hopeful,6.86484724826141,4.279754098360655
when youre gone,worried,5.60433093427916,4.251475409836066
u remind me,pensive,5.78970098045302,3.8555737704918034
gold digger,impressed,6.457033146678917,4.619098360655737
c u when u get there,pensive,5.78970098045302,3.8555737704918034
wasted days and wasted nights,pensive,5.78970098045302,3.8555737704918034
cant help falling in love,impressed,6.457033146678917,4.619098360655737
crank that soulja boy,embarassed,5.1594428234618945,3.8555737704918034
diary,pensive,5.78970098045302,3.8555737704918034
fantastic voyage,worried,5.60433093427916,4.251475409836066
if it isnt love,worried,5.60433093427916,4.251475409836066
candida,pensive,5.78970098045302,3.8555737704918034
mr vain,worried,5.60433093427916,4.251475409836066
tell me what you want me to do,worried,5.60433093427916,4.251475409836066
pop lock  drop it,worried,5.60433093427916,4.251475409836066
magic stick,worried,5.60433093427916,4.251475409836066
all out of love,worried,5.60433093427916,4.251475409836066
take me to heart,worried,5.60433093427916,4.251475409836066
we fly high,worried,5.60433093427916,4.251475409836066
open arms,pensive,5.78970098045302,3.8555737704918034
one last breath,melancholy,5.6414049435139315,3.7848770491803276
uncle albertadmiral halsey,pensive,5.78970098045302,3.8555737704918034
thank god im a country boy,impressed,6.457033146678917,4.619098360655737
u shouldve known better,worried,5.60433093427916,4.251475409836066
snap yo fingers,pensive,5.78970098045302,3.8555737704918034
we cant stop,impressed,6.457033146678917,4.619098360655737
just take my heart,worried,5.60433093427916,4.251475409836066
red solo cup,pensive,5.78970098045302,3.8555737704918034
shes a beauty,pensive,5.78970098045302,3.8555737704918034
gangnam style,impressed,6.457033146678917,4.619098360655737
its your thing,melancholy,5.6414049435139315,3.7848770491803276
get it poppin,worried,5.60433093427916,4.251475409836066
understanding,pensive,5.78970098045302,3.8555737704918034
drank in my cup,pensive,5.78970098045302,3.8555737704918034
wagon wheel,pensive,5.78970098045302,3.8555737704918034
i go to pieces,worried,5.60433093427916,4.251475409836066
papa dont preach,worried,5.60433093427916,4.251475409836066
dont get me wrong,worried,5.60433093427916,4.251475409836066
hey baby drop it to the floor,worried,5.60433093427916,4.251475409836066
waiting on a friend,impressed,6.457033146678917,4.619098360655737
on our own,worried,5.60433093427916,4.251475409836066
where have you been,impressed,6.457033146678917,4.619098360655737
6 foot 7 foot,worried,5.60433093427916,4.251475409836066
just like a pill,embarassed,5.1594428234618945,3.8555737704918034
i dont want to wait,pensive,5.78970098045302,3.8555737704918034
far away,pensive,5.78970098045302,3.8555737704918034
anniversary,contemplative,6.809236234409252,3.8555737704918034
the beat goes on,apathetic,5.363349874253141,4.534262295081967
time passages,pensive,5.78970098045302,3.8555737704918034
crush,pensive,5.78970098045302,3.8555737704918034
unbreak my heart,worried,5.60433093427916,4.251475409836066
sending all my love,impressed,6.457033146678917,4.619098360655737
he cant love u,hopeful,6.86484724826141,4.279754098360655
lonesome loser,uncomfortable,4.473573652618612,4.18077868852459
you mean the world to me,worried,5.60433093427916,4.251475409836066
what kind of man would i be,pensive,5.78970098045302,3.8555737704918034
elastic heart,worried,5.60433093427916,4.251475409836066
you are,impressed,6.457033146678917,4.619098360655737
love me tonight,hopeful,6.86484724826141,4.279754098360655
sing a song,hopeful,6.86484724826141,4.279754098360655
best i ever had,pensive,5.78970098045302,3.8555737704918034
keep holding on,pensive,5.78970098045302,3.8555737704918034
gangsta lovin,pensive,5.78970098045302,3.8555737704918034
only the strong survive,impressed,6.457033146678917,4.619098360655737
dont just stand there,pensive,5.78970098045302,3.8555737704918034
its a heartache,worried,5.60433093427916,4.251475409836066
no more drama,apathetic,5.363349874253141,4.534262295081967
dress you up,amused,6.753625220557094,4.972581967213115
garden party,pensive,5.78970098045302,3.8555737704918034
one on one,pensive,5.78970098045302,3.8555737704918034
a little more love,impressed,6.457033146678917,4.619098360655737
perfect way,pensive,5.78970098045302,3.8555737704918034
shake it off,frustrated,4.6218696895577,5.269508196721311
it ends tonight,worried,5.60433093427916,4.251475409836066
jive talkin,impressed,6.457033146678917,4.619098360655737
tragedy,apathetic,5.363349874253141,4.534262295081967
a puro dolor,apathetic,5.363349874253141,4.534262295081967
summer of 69,pensive,5.78970098045302,3.8555737704918034
it will rain,pensive,5.78970098045302,3.8555737704918034
the thrill is gone,amused,6.753625220557094,4.972581967213115
pretty wings,impressed,6.457033146678917,4.619098360655737
be like that,contemplative,6.809236234409252,3.8555737704918034
im gonna love you just a little more baby,impressed,6.457033146678917,4.619098360655737
baby the rain must fall,impressed,6.457033146678917,4.619098360655737
soldier,pensive,5.78970098045302,3.8555737704918034
electric avenue,melancholy,5.6414049435139315,3.7848770491803276
dont walk away,pensive,5.78970098045302,3.8555737704918034
paradise city,worried,5.60433093427916,4.251475409836066
want u back,pensive,5.78970098045302,3.8555737704918034
misery,embarassed,5.1594428234618945,3.8555737704918034
make a move on me,pensive,5.78970098045302,3.8555737704918034
lips are movin,worried,5.60433093427916,4.251475409836066
evil ways,pensive,5.78970098045302,3.8555737704918034
kind of a drag,impressed,6.457033146678917,4.619098360655737
renegades,impressed,6.457033146678917,4.619098360655737
lonely people,pensive,5.78970098045302,3.8555737704918034
me and bobby mcgee,pensive,5.78970098045302,3.8555737704918034
nasty freestyle,worried,5.60433093427916,4.251475409836066
one more night,pensive,5.78970098045302,3.8555737704918034
clair,worried,5.60433093427916,4.251475409836066
suddenly,impressed,6.457033146678917,4.619098360655737
what goes around comes around,melancholy,5.6414049435139315,3.7848770491803276
got me waiting,pensive,5.78970098045302,3.8555737704918034
africa,pensive,5.78970098045302,3.8555737704918034
who knew,pensive,5.78970098045302,3.8555737704918034
use ta be my girl,contemplative,6.809236234409252,3.8555737704918034
independent women,impressed,6.457033146678917,4.619098360655737
the search is over,pensive,5.78970098045302,3.8555737704918034
no shoes no shirt no problems,melancholy,5.6414049435139315,3.7848770491803276
wind beneath my wings,contemplative,6.809236234409252,3.8555737704918034
u know whats up,impressed,6.457033146678917,4.619098360655737
hot in the city,worried,5.60433093427916,4.251475409836066
affair of the heart,apathetic,5.363349874253141,4.534262295081967
im gonna be 500 miles,pensive,5.78970098045302,3.8555737704918034
1 2 3 4 sumpin new,pensive,5.78970098045302,3.8555737704918034
blank space,worried,5.60433093427916,4.251475409836066
treat her right,impressed,6.457033146678917,4.619098360655737
oh woman oh why,pensive,5.78970098045302,3.8555737704918034
cantaloop flip fantasia,worried,5.60433093427916,4.251475409836066
no hands,worried,5.60433093427916,4.251475409836066
love is thicker than water,hopeful,6.86484724826141,4.279754098360655
ask of you,impressed,6.457033146678917,4.619098360655737
doctor my eyes,worried,5.60433093427916,4.251475409836066
somebodys watching me,pensive,5.78970098045302,3.8555737704918034
do it again,melancholy,5.6414049435139315,3.7848770491803276
girl on fire,apathetic,5.363349874253141,4.534262295081967
i wanna dance with somebody who loves me,impressed,6.457033146678917,4.619098360655737
someone saved my life tonight,impressed,6.457033146678917,4.619098360655737
we dont talk anymore,contemplative,6.809236234409252,3.8555737704918034
if you really love me,worried,5.60433093427916,4.251475409836066
no more,worried,5.60433093427916,4.251475409836066
the humpty dance,worried,5.60433093427916,4.251475409836066
far from over,pensive,5.78970098045302,3.8555737704918034
when you believe,pensive,5.78970098045302,3.8555737704918034
hey wont you play another somebody done somebody wrong song,worried,5.60433093427916,4.251475409836066
ass back home,pensive,5.78970098045302,3.8555737704918034
kick the dust up,melancholy,5.6414049435139315,3.7848770491803276
devil inside,apathetic,5.363349874253141,4.534262295081967
stutter,apathetic,5.363349874253141,4.534262295081967
hey lover,impressed,6.457033146678917,4.619098360655737
i ami said,melancholy,5.6414049435139315,3.7848770491803276
outaspace,pensive,5.78970098045302,3.8555737704918034
dont fall in love with a dreamer,worried,5.60433093427916,4.251475409836066
ill remember,pensive,5.78970098045302,3.8555737704918034
ray of light,pensive,5.78970098045302,3.8555737704918034
stop and stare,pensive,5.78970098045302,3.8555737704918034
the one that got away,pensive,5.78970098045302,3.8555737704918034
rock and roll heaven,pensive,5.78970098045302,3.8555737704918034
twist of fate,pensive,5.78970098045302,3.8555737704918034
breakdance,impressed,6.457033146678917,4.619098360655737
mighty love,impressed,6.457033146678917,4.619098360655737
i wanna love you,worried,5.60433093427916,4.251475409836066
new divide,pensive,5.78970098045302,3.8555737704918034
at your best you are love,pensive,5.78970098045302,3.8555737704918034
who do u love,pensive,5.78970098045302,3.8555737704918034
unwritten,pensive,5.78970098045302,3.8555737704918034
bring em out,worried,5.60433093427916,4.251475409836066
these are the times,pensive,5.78970098045302,3.8555737704918034
believe me,pensive,5.78970098045302,3.8555737704918034
the boys of summer,pensive,5.78970098045302,3.8555737704918034
i will remember you,pensive,5.78970098045302,3.8555737704918034
i need a girl part two,impressed,6.457033146678917,4.619098360655737
rockin pneumonia and the boogie woogie flu,embarassed,5.1594428234618945,3.8555737704918034
therell be sad songs to make you cry,impressed,6.457033146678917,4.619098360655737
casanova,impressed,6.457033146678917,4.619098360655737
jet airliner,pensive,5.78970098045302,3.8555737704918034
pony,impressed,6.457033146678917,4.619098360655737
you got the love,impressed,6.457033146678917,4.619098360655737
slip away,worried,5.60433093427916,4.251475409836066
in america,pensive,5.78970098045302,3.8555737704918034
straight up,pensive,5.78970098045302,3.8555737704918034
hella good,contemplative,6.809236234409252,3.8555737704918034
headlines,pensive,5.78970098045302,3.8555737704918034
see you again,pensive,5.78970098045302,3.8555737704918034
beautiful,worried,5.60433093427916,4.251475409836066
thong song,worried,5.60433093427916,4.251475409836066
i knew i loved you,hopeful,6.86484724826141,4.279754098360655
i dont want to live without you,hopeful,6.86484724826141,4.279754098360655
whos johnny,pensive,5.78970098045302,3.8555737704918034
i was made for dancin,pensive,5.78970098045302,3.8555737704918034
red rubber ball,impressed,6.457033146678917,4.619098360655737
low,embarassed,5.1594428234618945,3.8555737704918034
i can dream about you,contemplative,6.809236234409252,3.8555737704918034
barely breathing,pensive,5.78970098045302,3.8555737704918034
abc,contemplative,6.809236234409252,3.8555737704918034
price tag,worried,5.60433093427916,4.251475409836066
whatcha say,pensive,5.78970098045302,3.8555737704918034
aint no woman like the one ive got,contemplative,6.809236234409252,3.8555737704918034
my maria,pensive,5.78970098045302,3.8555737704918034
hush hush sweet charlotte,impressed,6.457033146678917,4.619098360655737
fame,contemplative,6.809236234409252,3.8555737704918034
walking in rhythm,pensive,5.78970098045302,3.8555737704918034
maps,pensive,5.78970098045302,3.8555737704918034
where them girls at,pensive,5.78970098045302,3.8555737704918034
shadow of the day,melancholy,5.6414049435139315,3.7848770491803276
love touch,impressed,6.457033146678917,4.619098360655737
make it rain,pensive,5.78970098045302,3.8555737704918034
travelin band,pensive,5.78970098045302,3.8555737704918034
handy man,melancholy,5.6414049435139315,3.7848770491803276
i just called to say i love you,impressed,6.457033146678917,4.619098360655737
head over heels,pensive,5.78970098045302,3.8555737704918034
a whole new world,impressed,6.457033146678917,4.619098360655737
the real slim shady,worried,5.60433093427916,4.251475409836066
black velvet,pensive,5.78970098045302,3.8555737704918034
right on the tip of my tongue,impressed,6.457033146678917,4.619098360655737
your wildest dreams,contemplative,6.809236234409252,3.8555737704918034
psychotic reaction,worried,5.60433093427916,4.251475409836066
old man and me when i get to heaven,apathetic,5.363349874253141,4.534262295081967
rosanna,sleepy,5.752626971218248,3.29
numb,melancholy,5.6414049435139315,3.7848770491803276
waves,contemplative,6.809236234409252,3.8555737704918034
love machine,worried,5.60433093427916,4.251475409836066
didnt we almost have it all,pensive,5.78970098045302,3.8555737704918034
baby dont go,impressed,6.457033146678917,4.619098360655737
move along,worried,5.60433093427916,4.251475409836066
you got lucky,impressed,6.457033146678917,4.619098360655737
hypnotized,pensive,5.78970098045302,3.8555737704918034
wooly bully,disappointed,4.251129597209979,4.661516393442623
here comes my baby,impressed,6.457033146678917,4.619098360655737
alone again naturally,worried,5.60433093427916,4.251475409836066
chirpy chirpy cheep cheep,contemplative,6.809236234409252,3.8555737704918034
deuces,worried,5.60433093427916,4.251475409836066
tracy,pensive,5.78970098045302,3.8555737704918034
sure be cool if you did,pensive,5.78970098045302,3.8555737704918034
oops oh my,pensive,5.78970098045302,3.8555737704918034
december 1963 oh what a night,pensive,5.78970098045302,3.8555737704918034
indian lake,pensive,5.78970098045302,3.8555737704918034
the logical song,pensive,5.78970098045302,3.8555737704918034
nothings gonna change my love for you,contemplative,6.809236234409252,3.8555737704918034
shes gone,worried,5.60433093427916,4.251475409836066
manic monday,pensive,5.78970098045302,3.8555737704918034
even if it breaks your heart,pensive,5.78970098045302,3.8555737704918034
help,pensive,5.78970098045302,3.8555737704918034
september,contemplative,6.809236234409252,3.8555737704918034
looking through patient eyes,worried,5.60433093427916,4.251475409836066
dont happen twice,contemplative,6.809236234409252,3.8555737704918034
how do i live,pensive,5.78970098045302,3.8555737704918034
new moon on monday,worried,5.60433093427916,4.251475409836066
sweet thing,impressed,6.457033146678917,4.619098360655737
day by day,pensive,5.78970098045302,3.8555737704918034
dip it low,pensive,5.78970098045302,3.8555737704918034
signs,pensive,5.78970098045302,3.8555737704918034
broadway,worried,5.60433093427916,4.251475409836066
miss sun,pensive,5.78970098045302,3.8555737704918034
hot boyz,impressed,6.457033146678917,4.619098360655737
1 2 3 red light,worried,5.60433093427916,4.251475409836066
dont you care,peaceful,6.753625220557094,3.5727868852459017
dont,worried,5.60433093427916,4.251475409836066
good morning starshine,hopeful,6.86484724826141,4.279754098360655
smooth operator,pensive,5.78970098045302,3.8555737704918034
style,pensive,5.78970098045302,3.8555737704918034
22,pensive,5.78970098045302,3.8555737704918034
23,pensive,5.78970098045302,3.8555737704918034
stay in my corner,hopeful,6.86484724826141,4.279754098360655
one toke over the line,sleepy,5.752626971218248,3.29
rock the casbah,pensive,5.78970098045302,3.8555737704918034
superfly,worried,5.60433093427916,4.251475409836066
my angel baby,hopeful,6.86484724826141,4.279754098360655
i do not hook up,worried,5.60433093427916,4.251475409836066
feel good inc,worried,5.60433093427916,4.251475409836066
im telling you now,hopeful,6.86484724826141,4.279754098360655
this is your night,contemplative,6.809236234409252,3.8555737704918034
set fire to the rain,worried,5.60433093427916,4.251475409836066
love of a lifetime,hopeful,6.86484724826141,4.279754098360655
cool,contemplative,6.809236234409252,3.8555737704918034
the way you move,pensive,5.78970098045302,3.8555737704918034
good,contemplative,6.809236234409252,3.8555737704918034
somebody,apathetic,5.363349874253141,4.534262295081967
naughty girl,impressed,6.457033146678917,4.619098360655737
we are the world,pensive,5.78970098045302,3.8555737704918034
dj got us fallin in love,impressed,6.457033146678917,4.619098360655737
one more time,pensive,5.78970098045302,3.8555737704918034
long cool woman in a black dress,worried,5.60433093427916,4.251475409836066
fly away,impressed,6.457033146678917,4.619098360655737
separate ways worlds apart,worried,5.60433093427916,4.251475409836066
angel of the morning,pensive,5.78970098045302,3.8555737704918034
lost in emotion,worried,5.60433093427916,4.251475409836066
giving it up for your love,amused,6.753625220557094,4.972581967213115
dancing in the moonlight,hopeful,6.86484724826141,4.279754098360655
say aah,pensive,5.78970098045302,3.8555737704918034
warm it up,pensive,5.78970098045302,3.8555737704918034
psychedelic shack,melancholy,5.6414049435139315,3.7848770491803276
i want her,impressed,6.457033146678917,4.619098360655737
rack city,apathetic,5.363349874253141,4.534262295081967
unfaithful,worried,5.60433093427916,4.251475409836066
little talks,pensive,5.78970098045302,3.8555737704918034
the night they drove old dixie down,worried,5.60433093427916,4.251475409836066
bernadette,impressed,6.457033146678917,4.619098360655737
still the one,impressed,6.457033146678917,4.619098360655737
dont phunk with my heart,impressed,6.457033146678917,4.619098360655737
enjoy the silence,embarassed,5.1594428234618945,3.8555737704918034
cherchez la femme,worried,5.60433093427916,4.251475409836066
only girl in the world,impressed,6.457033146678917,4.619098360655737
fantasy,impressed,6.457033146678917,4.619098360655737
always,worried,5.60433093427916,4.251475409836066
hopelessly devoted to you,worried,5.60433093427916,4.251475409836066
cool love,hopeful,6.86484724826141,4.279754098360655
2 become 1,impressed,6.457033146678917,4.619098360655737
i really want to be your man,worried,5.60433093427916,4.251475409836066
someone,pensive,5.78970098045302,3.8555737704918034
come and talk to me,pensive,5.78970098045302,3.8555737704918034
you belong with me,peaceful,6.753625220557094,3.5727868852459017
ill make love to you,impressed,6.457033146678917,4.619098360655737
what you need,pensive,5.78970098045302,3.8555737704918034
same old lang syne,pensive,5.78970098045302,3.8555737704918034
what does it take to win your love,hopeful,6.86484724826141,4.279754098360655
take this heart,worried,5.60433093427916,4.251475409836066
lady you bring me up,worried,5.60433093427916,4.251475409836066
coming home,pensive,5.78970098045302,3.8555737704918034
step in the name of love,pensive,5.78970098045302,3.8555737704918034
the house that built me,pensive,5.78970098045302,3.8555737704918034
i dont need you,worried,5.60433093427916,4.251475409836066
toms diner,pensive,5.78970098045302,3.8555737704918034
hard,worried,5.60433093427916,4.251475409836066
izzo hova,worried,5.60433093427916,4.251475409836066
him,pensive,5.78970098045302,3.8555737704918034
sober,pensive,5.78970098045302,3.8555737704918034
the good the bad and the ugly,worried,5.60433093427916,4.251475409836066
hurts so good,pensive,5.78970098045302,3.8555737704918034
i dont wanna live without your love,impressed,6.457033146678917,4.619098360655737
swing the mood,worried,5.60433093427916,4.251475409836066
hang on in there baby,impressed,6.457033146678917,4.619098360655737
the living years,worried,5.60433093427916,4.251475409836066
marvin gaye,pensive,5.78970098045302,3.8555737704918034
try,worried,5.60433093427916,4.251475409836066
lola,pensive,5.78970098045302,3.8555737704918034
run away,impressed,6.457033146678917,4.619098360655737
fast car,pensive,5.78970098045302,3.8555737704918034
tipsy,worried,5.60433093427916,4.251475409836066
my whole world ended the moment you left me,impressed,6.457033146678917,4.619098360655737
in da club,impressed,6.457033146678917,4.619098360655737
dont knock my love,pensive,5.78970098045302,3.8555737704918034
i dont wanna,contemplative,6.809236234409252,3.8555737704918034
cross my broken heart,worried,5.60433093427916,4.251475409836066
everyday people,pensive,5.78970098045302,3.8555737704918034
pillow talk,pensive,5.78970098045302,3.8555737704918034
everytime i think of you,impressed,6.457033146678917,4.619098360655737
splash waterfalls,worried,5.60433093427916,4.251475409836066
paperback writer,pensive,5.78970098045302,3.8555737704918034
the hardest thing,pensive,5.78970098045302,3.8555737704918034
7,melancholy,5.6414049435139315,3.7848770491803276
blow me one last kiss,worried,5.60433093427916,4.251475409836066
u already know,pensive,5.78970098045302,3.8555737704918034
pumped up kicks,apathetic,5.363349874253141,4.534262295081967
die young,apathetic,5.363349874253141,4.534262295081967
who says,impressed,6.457033146678917,4.619098360655737
starting all over again,worried,5.60433093427916,4.251475409836066
jesus walks,worried,5.60433093427916,4.251475409836066
chasing cars,worried,5.60433093427916,4.251475409836066
gonna fly now,apathetic,5.363349874253141,4.534262295081967
timothy,worried,5.60433093427916,4.251475409836066
hangin tough,embarassed,5.1594428234618945,3.8555737704918034
islands in the stream,pensive,5.78970098045302,3.8555737704918034
my heart cant tell you no,worried,5.60433093427916,4.251475409836066
i want to come over,worried,5.60433093427916,4.251475409836066
centerfold,worried,5.60433093427916,4.251475409836066
my cherie amour,impressed,6.457033146678917,4.619098360655737
la la la,worried,5.60433093427916,4.251475409836066
im n luv,worried,5.60433093427916,4.251475409836066
you and me,pensive,5.78970098045302,3.8555737704918034
building a mystery,worried,5.60433093427916,4.251475409836066
knowing me knowing you,pensive,5.78970098045302,3.8555737704918034
bennie and the jets,pensive,5.78970098045302,3.8555737704918034
far behind,embarassed,5.1594428234618945,3.8555737704918034
yo excuse me miss,pensive,5.78970098045302,3.8555737704918034
lets get serious,pensive,5.78970098045302,3.8555737704918034
sir duke,pensive,5.78970098045302,3.8555737704918034
babybabybaby,impressed,6.457033146678917,4.619098360655737
u cant touch this,worried,5.60433093427916,4.251475409836066
well be together,pensive,5.78970098045302,3.8555737704918034
ladies night,contemplative,6.809236234409252,3.8555737704918034
a moment like this,contemplative,6.809236234409252,3.8555737704918034
crack a bottle,worried,5.60433093427916,4.251475409836066
aint it fun,hopeful,6.86484724826141,4.279754098360655
just a dream,pensive,5.78970098045302,3.8555737704918034
get low,embarassed,5.1594428234618945,3.8555737704918034
comforter,pensive,5.78970098045302,3.8555737704918034
clean up woman,pensive,5.78970098045302,3.8555737704918034
i dont fuck with you,apathetic,5.363349874253141,4.534262295081967
too close,pensive,5.78970098045302,3.8555737704918034
so what,worried,5.60433093427916,4.251475409836066
pocketful of sunshine,worried,5.60433093427916,4.251475409836066
slow down,pensive,5.78970098045302,3.8555737704918034
feels so good,contemplative,6.809236234409252,3.8555737704918034
mississippi girl,pensive,5.78970098045302,3.8555737704918034
back in the day,pensive,5.78970098045302,3.8555737704918034
dear mama,worried,5.60433093427916,4.251475409836066
do you know what i mean,melancholy,5.6414049435139315,3.7848770491803276
are you ready,pensive,5.78970098045302,3.8555737704918034
patience,pensive,5.78970098045302,3.8555737704918034
fancy,worried,5.60433093427916,4.251475409836066
boogie woogie bugle boy,worried,5.60433093427916,4.251475409836066
give it to me,pensive,5.78970098045302,3.8555737704918034
breakin my heart pretty brown eyes,impressed,6.457033146678917,4.619098360655737
the climb,pensive,5.78970098045302,3.8555737704918034
five oclock world,pensive,5.78970098045302,3.8555737704918034
i touch myself,impressed,6.457033146678917,4.619098360655737
thinking of you,pensive,5.78970098045302,3.8555737704918034
lonely night angel face,pensive,5.78970098045302,3.8555737704918034
all around the world,pensive,5.78970098045302,3.8555737704918034
touch it,melancholy,5.6414049435139315,3.7848770491803276
lets get it started,worried,5.60433093427916,4.251475409836066
why cant we live together,worried,5.60433093427916,4.251475409836066
rock me gently,hopeful,6.86484724826141,4.279754098360655
temperature,pensive,5.78970098045302,3.8555737704918034
jet,impressed,6.457033146678917,4.619098360655737
pop muzik,pensive,5.78970098045302,3.8555737704918034
funkdafied,worried,5.60433093427916,4.251475409836066
shes a lady,impressed,6.457033146678917,4.619098360655737
aquariuslet the sunshine in,hopeful,6.86484724826141,4.279754098360655
fox on the run,worried,5.60433093427916,4.251475409836066
american kids,pensive,5.78970098045302,3.8555737704918034
just cant get enough,pensive,5.78970098045302,3.8555737704918034
all right,pensive,5.78970098045302,3.8555737704918034
wonderful,impressed,6.457033146678917,4.619098360655737
magnet and steel,pensive,5.78970098045302,3.8555737704918034
big shit poppin do it,worried,5.60433093427916,4.251475409836066
dont let go love,pensive,5.78970098045302,3.8555737704918034
oochie wally,apathetic,5.363349874253141,4.534262295081967
open your heart,pensive,5.78970098045302,3.8555737704918034
sentimental street,melancholy,5.6414049435139315,3.7848770491803276
sexy and i know it,worried,5.60433093427916,4.251475409836066
sweet love,hopeful,6.86484724826141,4.279754098360655
sign your name,pensive,5.78970098045302,3.8555737704918034
heaven must have sent you,hopeful,6.86484724826141,4.279754098360655
can you feel the love tonight,pensive,5.78970098045302,3.8555737704918034
object of my desire,worried,5.60433093427916,4.251475409836066
love you inside out,worried,5.60433093427916,4.251475409836066
daydreamin,pensive,5.78970098045302,3.8555737704918034
hotel,worried,5.60433093427916,4.251475409836066
how am i supposed to live without you,pensive,5.78970098045302,3.8555737704918034
lifes been good,pensive,5.78970098045302,3.8555737704918034
to sir with love,impressed,6.457033146678917,4.619098360655737
hit me off,worried,5.60433093427916,4.251475409836066
when the sun goes down,contemplative,6.809236234409252,3.8555737704918034
dont wanna lose you,pensive,5.78970098045302,3.8555737704918034
im real,pensive,5.78970098045302,3.8555737704918034
always something there to remind me,pensive,5.78970098045302,3.8555737704918034
exfactor,pensive,5.78970098045302,3.8555737704918034
believe,impressed,6.457033146678917,4.619098360655737
grown men dont cry,worried,5.60433093427916,4.251475409836066
valerie,pensive,5.78970098045302,3.8555737704918034
ride wit me,worried,5.60433093427916,4.251475409836066
electric blue,pensive,5.78970098045302,3.8555737704918034
legs,pensive,5.78970098045302,3.8555737704918034
mo money mo problems,worried,5.60433093427916,4.251475409836066
mr sun mr moon,pensive,5.78970098045302,3.8555737704918034
my life would suck without you,apathetic,5.363349874253141,4.534262295081967
breakin theres no stopping us,worried,5.60433093427916,4.251475409836066
get it together,pensive,5.78970098045302,3.8555737704918034
getaway,melancholy,5.6414049435139315,3.7848770491803276
have you ever needed someone so bad,pensive,5.78970098045302,3.8555737704918034
i aint gonna stand for it,pensive,5.78970098045302,3.8555737704918034
whats on your mind pure energy,pensive,5.78970098045302,3.8555737704918034
poor side of town,pensive,5.78970098045302,3.8555737704918034
50 ways to say goodbye,worried,5.60433093427916,4.251475409836066
caught up in you,hopeful,6.86484724826141,4.279754098360655
gypsy man,pensive,5.78970098045302,3.8555737704918034
right above it,apathetic,5.363349874253141,4.534262295081967
man on your mind,pensive,5.78970098045302,3.8555737704918034
dance a,apathetic,5.363349874253141,4.534262295081967
mickey,worried,5.60433093427916,4.251475409836066
break up,pensive,5.78970098045302,3.8555737704918034
say it,hopeful,6.86484724826141,4.279754098360655
wake me up before you gogo,worried,5.60433093427916,4.251475409836066
cold hearted,impressed,6.457033146678917,4.619098360655737
ill never love this way again,contemplative,6.809236234409252,3.8555737704918034
one good woman,contemplative,6.809236234409252,3.8555737704918034
little ole man uptight everythings alright,contemplative,6.809236234409252,3.8555737704918034
back on the chain gang,worried,5.60433093427916,4.251475409836066
lay down candles in the rain,pensive,5.78970098045302,3.8555737704918034
black cat,apathetic,5.363349874253141,4.534262295081967
like a virgin,impressed,6.457033146678917,4.619098360655737
just when i needed you most,pensive,5.78970098045302,3.8555737704918034
so very hard to go,worried,5.60433093427916,4.251475409836066
dirt off your shoulder,melancholy,5.6414049435139315,3.7848770491803276
holy grail,worried,5.60433093427916,4.251475409836066
